group,method,molecules,records,rotatable_bond_count,aligned_RMSD,delta_aligned_RMSD,bond_outlier_rate,bond_outlier_magnitude,angle_outlier_rate,angle_outlier_magnitude,ring_bond_outlier_rate,ring_planarity_outlier_rate,clash_penetration,severe_clash_rate,stereocenter_degenerate_rate,torsion_prior_outlier_score,total_thresholded_validity_score,chirality_error,mean_displacement,molecule_rms_displacement,max_displacement,coordinate_unchanged,mean_torsion_change,high_flex_torsion_change,accepted,selected_step,uncertainty,rigid_gate_mean,global_safety_gate_mean,velocity_norm_mean,torsion_gate_max,torsion_contribution_max,torsion_gate_mean,torsion_gate_active_fraction,torsion_velocity_norm,torsion_velocity_fraction,delta_bond_outlier_rate,delta_bond_outlier_magnitude,delta_angle_outlier_rate,delta_angle_outlier_magnitude,delta_ring_bond_outlier_rate,delta_ring_planarity_outlier_rate,delta_clash_penetration,delta_severe_clash_rate,delta_chirality_error,delta_stereocenter_degenerate_rate,delta_torsion_prior_outlier_score,delta_total_thresholded_validity_score,COV_P,COV_R,MAT_P,MAT_R,diversity,accepted_fraction,rejected_fraction,unchanged_fraction,validity_improved_fraction,validity_worsened_fraction,RMSD_improved_fraction,RMSD_worsened_fraction,p95_displacement,p95_torsion_change,high_flex_p95_torsion_change
unseen_update_scale_0.35,run_a_accepted,30,60,7.0,1.543344302351276,0.0015395698448022208,0.3810737808545431,1.834889142215252,0.04947807244025171,0.17531770767333607,0.268035121075809,0.01111111111111111,0.0,0.0,0.0,3.2064101288854565,1.2122497979538618,0.0,0.0040267271638867895,0.005049923469080871,0.011828671209514141,0.05,0.0006373316655299277,0.0016312241699779407,0.95,3.716666666666667,0.10520611699515332,0.11951168064648907,0.6574532839469611,0.004247950991581698,0.0,0.0,0.0,0.0,0.0,0.0,-0.06889105016986528,-0.6677794776856899,-0.0023237898324926696,-0.0033725182060152293,-0.006659544631838798,0.0,0.0,0.0,0.0,0.0,0.0011229600877788496,-0.24566238360712306,0.4,0.4,1.5433443122853836,1.5392502120385567,0.025081986685593922,0.95,0.050000000000000044,0.05,0.9666666666666667,0.0,0.06666666666666667,0.9,0.0077565284795127806,0.0016190244263270866,0.007787355850450693
unseen_update_scale_0.35,run_b_accepted,30,60,7.0,1.5429120593393841,0.0011073268329103787,0.39343093236287435,1.9907153775294621,0.05153322860909005,0.17817110354080795,0.2705279985442758,0.01111111111111111,0.0,0.0,0.0,3.2064101288854565,1.2688248908949187,0.0,0.002969621740741483,0.003845470124391189,0.014749734429642558,0.05,0.00044951324489375113,0.0011670251823185632,0.95,3.65,0.10703438676039999,0.10128443660214544,0.4781012520814935,0.0031604388689932725,7.74554983233126e-07,4.183922830414133e-09,0.0,0.0,0.0,0.0,-0.05653389866153399,-0.5119532423714797,-0.0002686336636543274,-0.0005191223385433356,-0.00416666716337204,0.0,0.0,0.0,0.0,0.0,0.0011229600877788496,-0.1890872906660661,0.4,0.4,1.5429120582838853,1.5385195677479109,0.026416666495303314,0.95,0.050000000000000044,0.05,0.9666666666666667,0.0,0.06666666666666667,0.9,0.005352404015138744,0.0010685260815080254,0.006438753008842467
unseen_update_scale_0.35,run_b_raw,30,60,7.0,1.5429743113617103,0.0011695788552363714,0.39700989027818046,1.9977139877776304,0.05247598956339061,0.17807505239422122,0.2705279985442758,0.01111111111111111,0.0,0.0,0.0,3.2064101288854565,1.2750722495399207,0.0,0.0031731781346024945,0.004116762749617919,0.016639889683574438,0.0,0.00047446230685939855,0.0011737624930295472,0.95,3.65,0.10703438676039999,0.10128443660214544,0.4781012520814935,0.0031604388689932725,7.74554983233126e-07,4.183922830414133e-09,0.0,0.0,0.0,0.0,-0.0529549407462279,-0.5049546321233114,0.0006741272906462351,-0.0006151734851300716,-0.00416666716337204,0.0,0.0,0.0,0.0,0.0,0.0011229600877788496,-0.18283993202106405,0.4,0.4,1.5429743054012457,1.5385728283474842,0.026482631079852582,0.95,0.050000000000000044,0.0,0.9666666666666667,0.03333333333333333,0.06666666666666667,0.9333333333333333,0.005352404015138744,0.0010685260815080254,0.006438753008842467
unseen_update_scale_0.35,upstream,30,60,7.0,1.5418047325064739,0.0,0.4499648310244083,2.502668619900942,0.05180186227274438,0.1786902258793513,0.2746946657076478,0.01111111111111111,0.0,0.0,0.0,3.205287168797677,1.4579121815609848,0.0,7.42205037814377e-07,8.225344525196003e-07,2.3672362203797093e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.5418047199646632,1.5371157227704921,0.027766157624622187,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1977883247027421e-06,0.0,0.0
rotatable_le_2,run_a_accepted,29,34,1.3103448275862069,0.8548595327562813,0.00014572115293864547,0.1556393426425498,0.5520507663103014,0.022465228584819828,0.05864338962971393,0.08126419846867693,0.0,0.0,0.0,0.0,3.014537271596933,0.4120423086810504,0.0,0.0006945385301362656,0.0008832224124203407,0.010100818704813719,0.43103448275862066,5.014815542381257e-05,0.0,0.5689655172413793,2.103448275862069,0.012638056586528647,0.10541841805238149,0.25168024237942077,0.0009607198355360165,0.0,0.0,0.0,0.0,0.0,0.0,-0.012896574005998414,-0.10152399546370425,0.0,-0.003001504160206893,-0.0014367817804731172,0.0,0.0,0.0,0.0,0.0,0.0,-0.04046473069244932,0.7586206896551724,0.4384879004852525,0.8548595327562813,1.3538824346173426,0.004222284809782587,0.5689655172413793,0.43103448275862066,0.43103448275862066,0.5862068965517241,0.0,0.10344827586206896,0.4827586206896552,0.00395678370259702,0.00017868279828689985,0.0
rotatable_le_2,run_b_accepted,29,34,1.3103448275862069,0.8548773568573182,0.00016354525397563804,0.15726081121327548,0.5621145928985086,0.022465228584819828,0.060538108179602645,0.08126419846867693,0.0,0.0,0.0,0.0,3.014537271596933,0.41665341353630003,0.0,0.0006484579220515852,0.0008365835558996768,0.006139599019661546,0.5344827586206896,6.136404157712541e-05,0.0,0.46551724137931033,1.706896551724138,0.011080663691371166,0.11354459077119827,0.21832101483797206,0.001229969177953096,7.328586034732168e-06,3.920543543451796e-08,6.006948109808067e-07,0.06896551724137931,1.3892389939578734e-09,2.770541247133942e-07,-0.011275105435272744,-0.09146016887549696,0.0,-0.001106785610318184,-0.0014367817804731172,0.0,0.0,0.0,0.0,0.0,0.0,-0.03585362583719965,0.7586206896551724,0.4384879004852525,0.8548773588484218,1.3538473093689516,0.004458926875015785,0.46551724137931033,0.5344827586206897,0.5344827586206896,0.4827586206896552,0.0,0.10344827586206896,0.3793103448275862,0.002857031323947012,0.00026845932006835927,0.0
rotatable_le_2,run_b_raw,29,34,1.3103448275862069,0.8551041539758444,0.0003903423725017186,0.17592398430509815,0.6137351025024365,0.023248927667737007,0.059043802770561184,0.08298833642540307,0.0,0.0,0.0,0.0,3.014537271596933,0.45035597471648764,0.0,0.001238945108870494,0.0016136575783281747,0.008987683802843094,0.0,0.00012361123387155863,0.0,0.46551724137931033,1.706896551724138,0.011080663691371166,0.11354459077119827,0.21832101483797206,0.001229969177953096,7.328586034732168e-06,3.920543543451796e-08,6.006948109808067e-07,0.06896551724137931,1.3892389939578734e-09,2.770541247133942e-07,0.007388067656549914,-0.039839659271569086,0.0007836990829171805,-0.002601091019359642,0.0002873561762530228,0.0,0.0,0.0,0.0,0.0,0.0,-0.002151064657012065,0.7586206896551724,0.4384879004852525,0.8551041550035107,1.3540783060778832,0.004513307635126443,0.46551724137931033,0.5344827586206897,0.0,0.4482758620689655,0.5517241379310345,0.10344827586206896,0.896551724137931,0.0031556842615827903,0.00041476488113403306,0.0
rotatable_le_2,upstream,29,34,1.3103448275862069,0.8547138116033427,0.0,0.16853591664854822,0.6535747617740055,0.022465228584819828,0.06164489378992083,0.08270098024915004,0.0,0.0,0.0,0.0,3.014537271596933,0.4525070393734997,0.0,5.288208195326723e-07,5.8383639268727e-07,1.6413280832239252e-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7586206896551724,0.4384879004852525,0.8547138083918855,1.353626453992108,0.0046253582013064416,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.943961006480093e-07,0.0,0.0
rotatable_3_5,run_a_accepted,37,47,3.945945945945946,1.1592105397501506,0.00041322208739615773,0.18535683883001675,0.7423524959264575,0.021654045561680924,0.12618899685204835,0.08906065154115896,0.014414414414414415,0.0,0.0,0.0,3.2222328065073915,0.5276213235418975,0.0,0.0010026301161489657,0.001269183323939627,0.011816505808383226,0.5135135135135135,0.00013335227983613573,0.0,0.4864864864864865,1.7297297297297298,0.026179983620406,0.10633830982889678,0.29687832640735684,0.001473537824888292,0.0,0.0,0.0,0.0,0.0,0.0,-0.01676371316047939,-0.13440120643055117,-0.00036811003008404295,0.0010659101393979949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050465647263351725,0.5135135135135135,0.1704975739121437,1.1592105381392144,1.894625890899349,0.006668941646411612,0.4864864864864865,0.5135135135135135,0.5135135135135135,0.4864864864864865,0.0,0.0,0.4864864864864865,0.004746010527014731,0.0005961114075034855,0.0
rotatable_3_5,run_b_accepted,37,47,3.945945945945946,1.1591672289210397,0.00036991125828511005,0.18306391318706242,0.774486351456191,0.022022155591764965,0.12685187547341795,0.08906065154115896,0.014414414414414415,0.0,0.0,0.0,3.2222328065073915,0.5338956914668029,0.0,0.0009303516456536481,0.0012331218828693625,0.014749734429642558,0.5135135135135135,0.00013965043219925705,0.0,0.4864864864864865,1.6486486486486487,0.024204996383018994,0.11045009720869162,0.24153648145698212,0.0015976277283845923,7.09505938531849e-06,3.793754793796217e-08,3.0207436216064586e-08,0.02702702702702703,7.932964345485132e-11,1.338268796230516e-08,-0.019056638803433727,-0.10226735090081757,0.0,0.0017287887607675952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04419127933844622,0.5135135135135135,0.1704975739121437,1.1591672297265079,1.8945334215421934,0.006988806096283165,0.4864864864864865,0.5135135135135135,0.5135135135135135,0.4864864864864865,0.0,0.0,0.4864864864864865,0.004117149417288601,0.0007338891460676677,0.0
